Description,groupTreatment
נושא: זימונים שלא נשתלים ביומן שלום. כאשר אני מפיצה זימונים לישיבות אני שולחת זימון לנמענים מסויימים והזימון לא נשתל אצלהם ביומן. אשמח לטיפולכם  יום נעים  [חתימה]  ,7878 מרכז שירות ותמיכה טכנולוגית
אודה אם תוכלו לשנות את המייל של הנמען הבא:  יעקב ראבד מופיע בכתובת : global@sp-law.co.il שהינה שגויה יש להחליף לכתובת זו: yankir@bbm.org.il. ,צוות טכנאים
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n ,7878 מרכז שירות ותמיכה טכנולוגית
"פעולה מבוקשת: איש קשר חדש  מחוז: צפון  שם בעל עניין: אורלי מרגלית סוטו  שם לעדכון במערכת: מנכל""ית רשות ניקוז גליל מערבי  כתובת מייל: orlyg@nikuz-gm.org.il   טלפון: 054-2872625  ",צוות טכנאים
" בעל עניין קיים - עדכון פרטים  מחוז:   צפון שם בעל עניין:   אורלי מועלם שם לעדכון במערכת:       מזכירת מחלקת ההנדסה, רשות ניקוז גליל מערבי כתובת מייל:     handasa@nikuz-gm.org.il  טלפון:  054-73440...",צוות טכנאים
להקים בoutlook ariela@nikuz-gm.org.il  אריאלה בצלאל  מהנדסת רשות ניקוז גליל מערבי  054-9672802  ,צוות טכנאים
"פעולה מבוקשת: הקמת איש קשר   מחוז: צפון  שם בעל עניין: עופר לארי  שם לעדכון במערכת: עוזר למהנדס מו""משלומי  כתובת מייל: ofer@shelomi.org.il   טלפון: 0505500897  ",צוות טכנאים
"נושא: FW: תכנית תמל/ 2003 בי/ 712 מתחם שפרבר בת ים שלום! דרך המייל הזה גם יוצרים קשר עם מרכז התמיכה של מבאת? כי אני רואה שהמייל שלהם כבר לא קיים...  תודה, חגית  [cid:image001.jpg 01D71685.ED0A5DE0]...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: שדרוג גרסה ל-arcgis pro הי, הגרסה הקיימת אצלי היא 2.7.0. ואני מעוניינת לשדרג לגרסה המעודכנת שהיא 2.8. תודה. זמינה הבוקר עד 9, ואחכ מ-10:30  בברכה, צופיה חברוני מקדמת ומלווה פרויקטיי GIS בתכנו...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: הדרכת הפעלת מערכת זום באולם ישובות קומה 2 אולם הרשות לאכיפה במקרקעין - אודה לקבלת הדרכה היום. ,צוות טכנאים
נושא: לא מצליח להיכנס למרכבה....   [חנוך חתימה חדשה]  ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: New case opened in Bynet Data Communication: CS0122060   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0122060 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: New case opened in Bynet Data Communication: CS0122113   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: בעיה עם שמירת קבצים  שלום לכם  לי ולליהי יש משימה משותפת.  אנחנו מכינים כ 100 קבצים חשובים להפיץ לוועדות המקומיות.  וצריך שגם אני וגם ליהי נוכל לשמור קבצים.  כרגע ליהי לא יכולה לשמור הקבצים ל...,7878 מרכז שירות ותמיכה טכנולוגית
נא לשנות את המייל של לירון דין ולהוסיף את הפלאפון שלה epjeru@spni.org.il 054-2170388,צוות טכנאים
נושא: Case CS0120626 is Awaiting your Response   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a689619e6 SNC.2...,7878 מרכז שירות ותמיכה טכנולוגית
"שלום, מבקשת להוסיף את איש הקשר לספר הטלפונים. ולקבוצת מחוז דרום מהנדסי וועדות. רמה מינדלין בתפקיד מהנדסת הוועדה ירוחם  נייד: 053-7236330 מייל: ramam@ylc.org.il טלפון במשרד: 08-6598282   ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בוקר טוב,  אבקש להכניס לקבוצת לשכת תכנון מחוז תל אביב   מצדה דרורי כץ - אד' מחוז תל אביב - עברה אילנו מבאר שבע Metsada@iplan.gov.il  ",צוות טכנאים
"נושא: קבצי pdf נפתחים בברירת מחדש דרך chrome  הי, קבצי pdf   נפתחים בברירת מחדל דרך chrome ואני צריכה לבטל את הברירת מחדל הזו. אודה לעזרה. תודה, פולי ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: עבודה מהבית - תוכנת ARCVIEW אינה נפתחת   [cid:image001.jpg 01D718CB.45E5E140]  ,7878 מרכז שירות ותמיכה טכנולוגית
"סיוע במציאת קבוצה ""מהנדסי רשויות מקומיות של מחוז חיפה""",צוות טכנאים
נושא: New case opened in Bynet Data Communication: CS0122208   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a...,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: ועדה ארצית קוד 236 וקוד 132 שלום רב, אבקש לפתוח את הישיבה הנעולה ואת הישיבה המבוטלת. על מנת שאוכל לסדר את הסעיפים בישיבה. מסתבר שעשו שם קצת סלט. תודה ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: FW: הרשאות ל-BI שירות לקוחות  שלום רב, אני צריכה הרשאות צפייה ל-BI שירות לקוחות. אודה לעזרתכם, חגית  ",7878 מרכז שירות ותמיכה טכנולוגית
נושא: פתיחת דרישה סגורה 4470  [cid:image001.png 01D718D8.1D8E8140]  [cid:image001.png 01D62DF1.8A86D9F0]  ,7878 מרכז שירות ותמיכה טכנולוגית
נושא: תוצאות אחרונות של הסקר-  בקשת הרשאות לשידור חי מזום   נשלח מ- מערכת הסקרים   מכתובת מייל: survey@gov.il מצורף קובץ אקסל מכווץ המכיל את תוצאות הסקר האחרונות.\t\n ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא: היי אשמח לקבל את הלוגו שלכם    [cid:image011.png 01D5627F.46ED1990] אורית דרעי ראש ענף מעקב ובקרה במטה המנמ""רית אגף בכיר טכנולוגיות דיגיטליות ומידע בית הדפוס 12 אגף C, ירושלים  052-4497382 07...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0122208 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0122113 handled and resolved in Bynet Data Communication   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb4...,7878 מרכז שירות ותמיכה טכנולוגית
נושא: הסרת כתובות מייל של מהנדס עיריית טייבה קיימים באאוט לוק 3 כתובות של מהנדס הוועדה המקומית טייבה יוסף ג'ומעה. יש להסיר את השתיים שלהלן (לא רלוונטיות): tavbe@cwldaw.co.il yosif@taibeh.muni.il הכ...,צוות טכנאים
"נושא: שינוי סוג תכנית אבקש לשנות את סוג תכנית 211-0906222 ל""תכנית מתאר מקומית"".   [עידו לוי]  ",צוות הדרכה והטמעה אפליקטיבי
"תכנית מקווה ישראל מספר 599-0838011 בטיפולי, אך משום מה אני לא מצליחה לעשות בה שום פעולה במעקב ובקרה (למשל להעלות מסמכים, להוסיף אירועים ומשימות וכו').   ",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: בחיבור מרחוק הפריטים על שולחן העבודה לא נמחקים, גם לאחר שנמחקו מהתיקייה    בברכה,  [לכידה] הועדה המחוזית לתכנון ובנייה מחוז תל אביב<https://www.gov.il/he/departments/topics/district_committee...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: RE: מייל נסיון הי סער, יש לפנות אל התמיכה במינהל התכנון, המכותבים למייל או בטלפון:  0747697878 יום טוב, נועה נשלח מ-Workspace ONE Boxer  בתאריך 15 במרץ 2021 08:25, סער ישעיהו <saari energy.go...",7878 מרכז שירות ותמיכה טכנולוגית
"נושא: הרשאות מחשוב - הדר כהן  שלום רב,  נא לפתוח הרשאות מחשוב לעובדת הדר כהן ת.ז 315004846 (הרשאות כמו של אהוד עמיחי) מחוז- מטה מצ""ב טופס בקשת הרשאות + אישור ביטחוני תחילת העסקתה החל מיום 15.03.202...",צוות טכנאים
"נושא: תקלה בשליחת הודעות למיכל פלג ידידיי באגף מערכות מידע, התקלה הזו חוזרת כבר לפחות 3 שנים מהיום שעברנו לבית השנהב והועברה לטיפולכם פעמים רבות. כל הזמן אתם מנסים לפתור, עשיתם על זה כמה סיבובים , ...",צוות טכנאים
"נושא: RE: מייל נסיון   נשלח מ- סער ישעיהו   מכתובת מייל: saari@energy.gov.il דורית בוקר טוב,  לאחר שיחה עם יחידת מחשוב  - משרד התכנון.  ככל הנראה הבעיה בשליחת המיילים (חלקם יוצאים וחלקם לא)אצל נועה...",7878 מרכז שירות ותמיכה טכנולוגית
נושא: Case CS0120626 is Awaiting your Response   נשלח מ- Bynet Data Communication Service   מכתובת מייל: bynetprod@service-now.com [cid:sys_attachment.dosys_id6b199927db8dfb40b18ab29a689619e6 SNC.5...,7878 מרכז שירות ותמיכה טכנולוגית
אני צריך להתחבר למחשב WIn10-gis3 ,צוות טכנאים
נושא:  שלום אנחנו לא מצליחים לישלוח קובץ לרשומות ( קובץ גדול )  [cid:image001.jpg 01D64F90.8FF4D340]  ,7878 מרכז שירות ותמיכה טכנולוגית
"נושא:  שלום.  אבקש למחוק את אלון שוסטר ושוסטר אלון ובמקומו להכניס את סיגלית, להלן הפרטים. סיגלית גוזי-אפנג'ר מנהל הלשכה 077-9802225 054-6755308 sigalitg@sng.org.il תודה. ",צוות טכנאים
